class,accuraccy,precision,recall,f1,support,model
36,90.69767442,1,0.976744186,0.988235294,43,balanced_tk_ResNet50_152.csv
37,97.95918367,0.98,1,0.98989899,49,balanced_tk_ResNet50_152.csv
38,97.61904762,0.974358974,0.904761905,0.938271605,378,balanced_tk_ResNet50_152.csv
39,96.38554217,1,0.987951807,0.993939394,83,balanced_tk_ResNet50_152.csv
40,96.45390071,0.963898917,0.946808511,0.955277281,282,balanced_tk_ResNet50_152.csv
41,98.12030075,0.97752809,0.981203008,0.979362101,266,balanced_tk_ResNet50_152.csv
42,98.03921569,0.993421053,0.986928105,0.990163934,306,balanced_tk_ResNet50_152.csv
0,97.22222222,0.972972973,1,0.98630137,36,balanced_WT_cnn.csv
1,91.40969163,0.952586207,0.973568282,0.962962963,454,balanced_WT_cnn.csv
2,99.3166287,0.995464853,1,0.997727273,439,balanced_WT_cnn.csv
3,86.41509434,0.992424242,0.988679245,0.990548204,265,balanced_WT_cnn.csv
4,99.04988124,0.997613365,0.992874109,0.995238095,421,balanced_WT_cnn.csv
5,99.76851852,1,0.99537037,0.997679814,432,balanced_WT_cnn.csv
6,100,0.993865031,1,0.996923077,162,balanced_WT_cnn.csv
7,95.72649573,0.950819672,0.991452991,0.970711297,117,balanced_WT_cnn.csv
8,97.5308642,1,1,1,81,balanced_WT_cnn.csv
9,98.23788546,1,1,1,227,balanced_WT_cnn.csv
10,94.71544715,0.995901639,0.987804878,0.991836735,246,balanced_WT_cnn.csv
11,97.61904762,0.933333333,1,0.965517241,42,balanced_WT_cnn.csv
12,94.49339207,0.970454545,0.940528634,0.955257271,454,balanced_WT_cnn.csv
13,96.49122807,1,0.98245614,0.991150442,57,balanced_WT_cnn.csv
14,82.35294118,0.680412371,0.970588235,0.8,68,balanced_WT_cnn.csv
15,100,0.987951807,1,0.993939394,82,balanced_WT_cnn.csv
16,96.80851064,0.978723404,0.978723404,0.978723404,94,balanced_WT_cnn.csv
17,96.22641509,0.981132075,0.981132075,0.981132075,53,balanced_WT_cnn.csv
18,99.01639344,1,0.97704918,0.988391376,305,balanced_WT_cnn.csv
19,99.29078014,1,0.978723404,0.989247312,141,balanced_WT_cnn.csv
20,100,0.94,1,0.969072165,47,balanced_WT_cnn.csv
21,96,0.961165049,0.99,0.975369458,100,balanced_WT_cnn.csv
22,92.15686275,0.961538462,0.980392157,0.970873786,51,balanced_WT_cnn.csv
23,93.44827586,0.966216216,0.986206897,0.976109215,290,balanced_WT_cnn.csv
24,97.46835443,0.962025316,0.962025316,0.962025316,79,balanced_WT_cnn.csv
25,97.33333333,1,0.82,0.901098901,150,balanced_WT_cnn.csv
26,97.5,0.952380952,1,0.975609756,40,balanced_WT_cnn.csv
27,99.27007299,1,0.99270073,0.996336996,137,balanced_WT_cnn.csv
28,100,1,1,1,83,balanced_WT_cnn.csv
29,100,0.995515695,1,0.997752809,222,balanced_WT_cnn.csv
30,100,0.984126984,1,0.992,62,balanced_WT_cnn.csv
31,100,1,1,1,47,balanced_WT_cnn.csv
32,99.74937343,1,1,1,399,balanced_WT_cnn.csv
33,100,1,1,1,68,balanced_WT_cnn.csv
34,96.96202532,0.965432099,0.989873418,0.9775,395,balanced_WT_cnn.csv
35,100,0.962962963,0.987341772,0.975,79,balanced_WT_cnn.csv
36,97.95918367,1,1,1,49,balanced_WT_cnn.csv
37,100,1,1,1,44,balanced_WT_cnn.csv
38,83.60215054,0.945945946,0.940860215,0.943396226,372,balanced_WT_cnn.csv
39,100,1,1,1,88,balanced_WT_cnn.csv
40,93.47826087,0.962616822,0.959627329,0.961119751,322,balanced_WT_cnn.csv
41,94.81481481,0.984189723,0.922222222,0.952198853,270,balanced_WT_cnn.csv
42,98.57142857,0.996415771,0.992857143,0.994633274,280,balanced_WT_cnn.csv
0,100,1,1,1,36,balanced_wt_ResNet_50.csv
1,98.01762115,0.993333333,0.984581498,0.988938053,454,balanced_wt_ResNet_50.csv
2,100,0.99321267,1,0.996594779,439,balanced_wt_ResNet_50.csv
3,98.49056604,0.988764045,0.996226415,0.992481203,265,balanced_wt_ResNet_50.csv
4,100,1,1,1,421,balanced_wt_ResNet_50.csv
5,100,1,1,1,432,balanced_wt_ResNet_50.csv
6,100,1,1,1,162,balanced_wt_ResNet_50.csv
7,99.14529915,0.991525424,1,0.995744681,117,balanced_wt_ResNet_50.csv
8,100,1,1,1,81,balanced_wt_ResNet_50.csv
9,100,1,1,1,227,balanced_wt_ResNet_50.csv
10,99.59349593,0.991902834,0.995934959,0.993914807,246,balanced_wt_ResNet_50.csv
11,100,0.954545455,1,0.976744186,42,balanced_wt_ResNet_50.csv
12,99.55947137,0.991169978,0.988986784,0.990077178,454,balanced_wt_ResNet_50.csv
13,96.49122807,0.965517241,0.98245614,0.973913043,57,balanced_wt_ResNet_50.csv
14,97.05882353,1,1,1,68,balanced_wt_ResNet_50.csv
15,100,1,1,1,82,balanced_wt_ResNet_50.csv
16,98.93617021,0.989361702,0.989361702,0.989361702,94,balanced_wt_ResNet_50.csv
17,100,1,1,1,53,balanced_wt_ResNet_50.csv
18,99.67213115,1,0.996721311,0.998357964,305,balanced_wt_ResNet_50.csv
19,99.29078014,1,0.985815603,0.992857143,141,balanced_wt_ResNet_50.csv
20,97.87234043,1,0.978723404,0.989247312,47,balanced_wt_ResNet_50.csv
21,100,1,1,1,100,balanced_wt_ResNet_50.csv
22,98.03921569,1,1,1,51,balanced_wt_ResNet_50.csv
23,98.62068966,0.989619377,0.986206897,0.98791019,290,balanced_wt_ResNet_50.csv
24,100,0.987341772,0.987341772,0.987341772,79,balanced_wt_ResNet_50.csv
25,98.66666667,1,0.986666667,0.993288591,150,balanced_wt_ResNet_50.csv
26,100,1,1,1,40,balanced_wt_ResNet_50.csv
27,100,1,1,1,137,balanced_wt_ResNet_50.csv
28,100,1,1,1,83,balanced_wt_ResNet_50.csv
29,100,1,1,1,222,balanced_wt_ResNet_50.csv
30,100,1,1,1,62,balanced_wt_ResNet_50.csv
31,100,1,1,1,47,balanced_wt_ResNet_50.csv
32,100,1,1,1,399,balanced_wt_ResNet_50.csv
33,100,1,1,1,68,balanced_wt_ResNet_50.csv
34,100,0.992443325,0.997468354,0.994949495,395,balanced_wt_ResNet_50.csv
35,100,1,1,1,79,balanced_wt_ResNet_50.csv
36,100,1,1,1,49,balanced_wt_ResNet_50.csv
37,100,1,1,1,44,balanced_wt_ResNet_50.csv
38,98.92473118,0.983739837,0.975806452,0.979757085,372,balanced_wt_ResNet_50.csv
39,100,1,1,1,88,balanced_wt_ResNet_50.csv
40,99.06832298,0.99376947,0.99068323,0.99222395,322,balanced_wt_ResNet_50.csv
41,98.88888889,0.974452555,0.988888889,0.981617647,270,balanced_wt_ResNet_50.csv
42,99.64285714,0.996428571,0.996428571,0.996428571,280,balanced_wt_ResNet_50.csv
0,100,0.789473684,0.833333333,0.810810811,36,balanced_wt_ResNet_152.csv
1,98.45814978,0.931034483,0.475770925,0.629737609,454,balanced_wt_ResNet_152.csv
2,99.3166287,1,0.854214123,0.921375921,439,balanced_wt_ResNet_152.csv
3,98.11320755,1,0.618867925,0.764568765,265,balanced_wt_ResNet_152.csv
4,100,0.966836735,0.90023753,0.932349323,421,balanced_wt_ResNet_152.csv
5,100,0.948660714,0.983796296,0.965909091,432,balanced_wt_ResNet_152.csv
6,99.38271605,0.97826087,0.833333333,0.9,162,balanced_wt_ResNet_152.csv
7,99.14529915,0.927272727,0.871794872,0.898678414,117,balanced_wt_ResNet_152.csv
8,100,1,0.925925926,0.961538462,81,balanced_wt_ResNet_152.csv
9,100,0.991266376,1,0.995614035,227,balanced_wt_ResNet_152.csv
10,98.37398374,0.626631854,0.975609756,0.763116057,246,balanced_wt_ResNet_152.csv
11,100,0.869565217,0.952380952,0.909090909,42,balanced_wt_ResNet_152.csv
12,95.59471366,0.813648294,0.682819383,0.74251497,454,balanced_wt_ResNet_152.csv
13,94.73684211,0.460869565,0.929824561,0.61627907,57,balanced_wt_ResNet_152.csv
14,100,1,0.352941176,0.52173913,68,balanced_wt_ResNet_152.csv
15,100,0.762886598,0.902439024,0.826815642,82,balanced_wt_ResNet_152.csv
16,100,0.902439024,0.787234043,0.840909091,94,balanced_wt_ResNet_152.csv
17,100,0.401574803,0.962264151,0.566666667,53,balanced_wt_ResNet_152.csv
18,98.68852459,0.926315789,0.86557377,0.894915254,305,balanced_wt_ResNet_152.csv
19,98.58156028,0.770700637,0.858156028,0.812080537,141,balanced_wt_ResNet_152.csv
20,100,0.795454545,0.744680851,0.769230769,47,balanced_wt_ResNet_152.csv
21,99,0.290322581,0.99,0.448979592,100,balanced_wt_ResNet_152.csv
22,98.03921569,0.555555556,0.882352941,0.681818182,51,balanced_wt_ResNet_152.csv
23,98.62068966,0.885245902,0.744827586,0.808988764,290,balanced_wt_ResNet_152.csv
24,98.73417722,0.676190476,0.898734177,0.77173913,79,balanced_wt_ResNet_152.csv
25,99.33333333,0.738372093,0.846666667,0.788819876,150,balanced_wt_ResNet_152.csv
26,100,1,0.075,0.139534884,40,balanced_wt_ResNet_152.csv
27,99.27007299,0.983739837,0.883211679,0.930769231,137,balanced_wt_ResNet_152.csv
28,100,1,0.891566265,0.942675159,83,balanced_wt_ResNet_152.csv
29,100,0.938053097,0.954954955,0.946428571,222,balanced_wt_ResNet_152.csv
30,100,0.850746269,0.919354839,0.88372093,62,balanced_wt_ResNet_152.csv
31,100,0.97826087,0.957446809,0.967741935,47,balanced_wt_ResNet_152.csv
32,100,0.938423645,0.954887218,0.946583851,399,balanced_wt_ResNet_152.csv
33,100,0.160377358,1,0.276422764,68,balanced_wt_ResNet_152.csv
34,99.24050633,0.955307263,0.432911392,0.595818815,395,balanced_wt_ResNet_152.csv
35,100,0.962264151,0.64556962,0.772727273,79,balanced_wt_ResNet_152.csv
36,100,0.636363636,1,0.777777778,49,balanced_wt_ResNet_152.csv
37,100,1,0.727272727,0.842105263,44,balanced_wt_ResNet_152.csv
38,98.92473118,0.923664122,0.650537634,0.76340694,372,balanced_wt_ResNet_152.csv
39,100,0.987654321,0.909090909,0.946745562,88,balanced_wt_ResNet_152.csv
40,98.44720497,0.901515152,0.739130435,0.812286689,322,balanced_wt_ResNet_152.csv
41,98.14814815,0.702312139,0.9,0.788961039,270,balanced_wt_ResNet_152.csv
42,100,0.897350993,0.967857143,0.931271478,280,balanced_wt_ResNet_152.csv
0,100,0.970588235,0.916666667,0.942857143,36,imbalanced_cnn.csv
1,96.91629956,0.993166287,0.960352423,0.976483763,454,imbalanced_cnn.csv
2,99.54441913,0.997727273,1,0.998862344,439,imbalanced_cnn.csv
3,98.49056604,0.984962406,0.988679245,0.986817326,265,imbalanced_cnn.csv
4,99.76247031,0.997619048,0.995249406,0.996432818,421,imbalanced_cnn.csv
5,99.76851852,0.997685185,0.997685185,0.997685185,432,imbalanced_cnn.csv
6,100,1,1,1,162,imbalanced_cnn.csv
7,98.29059829,0.982758621,0.974358974,0.978540773,117,imbalanced_cnn.csv
8,96.2962963,1,0.987654321,0.99378882,81,imbalanced_cnn.csv
9,100,1,1,1,227,imbalanced_cnn.csv
10,98.37398374,0.991769547,0.979674797,0.985685072,246,imbalanced_cnn.csv
11,97.61904762,0.976744186,1,0.988235294,42,imbalanced_cnn.csv
12,94.05286344,0.955319149,0.988986784,0.971861472,454,imbalanced_cnn.csv
13,92.98245614,0.901639344,0.964912281,0.93220339,57,imbalanced_cnn.csv
14,79.41176471,1,0.941176471,0.96969697,68,imbalanced_cnn.csv
15,100,1,1,1,82,imbalanced_cnn.csv
16,95.74468085,0.968421053,0.978723404,0.973544974,94,imbalanced_cnn.csv
17,90.56603774,1,0.962264151,0.980769231,53,imbalanced_cnn.csv
18,99.67213115,1,1,1,305,imbalanced_cnn.csv
19,98.58156028,0.985507246,0.964539007,0.974910394,141,imbalanced_cnn.csv
20,95.74468085,1,0.957446809,0.97826087,47,imbalanced_cnn.csv
21,100,1,1,1,100,imbalanced_cnn.csv
22,90.19607843,1,0.941176471,0.96969697,51,imbalanced_cnn.csv
23,95.86206897,0.996441281,0.965517241,0.980735552,290,imbalanced_cnn.csv
24,97.46835443,0.917647059,0.987341772,0.951219512,79,imbalanced_cnn.csv
25,98.66666667,0.986666667,0.986666667,0.986666667,150,imbalanced_cnn.csv
26,100,1,1,1,40,imbalanced_cnn.csv
27,100,1,1,1,137,imbalanced_cnn.csv
28,100,0.988095238,1,0.994011976,83,imbalanced_cnn.csv
29,100,0.99103139,0.995495495,0.993258427,222,imbalanced_cnn.csv
30,100,1,1,1,62,imbalanced_cnn.csv
31,100,1,1,1,47,imbalanced_cnn.csv
32,100,0.9975,1,0.998748436,399,imbalanced_cnn.csv
33,100,0.985507246,1,0.99270073,68,imbalanced_cnn.csv
34,98.98734177,0.974937343,0.984810127,0.979848866,395,imbalanced_cnn.csv
35,100,0.9875,1,0.993710692,79,imbalanced_cnn.csv
36,100,1,1,1,49,imbalanced_cnn.csv
37,100,1,1,1,44,imbalanced_cnn.csv
38,94.08602151,0.965789474,0.98655914,0.97606383,372,imbalanced_cnn.csv
39,100,1,1,1,88,imbalanced_cnn.csv
40,98.13664596,0.984567901,0.99068323,0.987616099,322,imbalanced_cnn.csv
41,94.81481481,0.996254682,0.985185185,0.990689013,270,imbalanced_cnn.csv
42,98.92857143,0.996428571,0.996428571,0.996428571,280,imbalanced_cnn.csv
0,97.22222222,0.972222222,0.972222222,0.972222222,36,imbalanced_resnet_L50.csv
1,97.57709251,0.993333333,0.984581498,0.988938053,454,imbalanced_resnet_L50.csv
2,100,0.997727273,1,0.998862344,439,imbalanced_resnet_L50.csv
3,99.24528302,0.981412639,0.996226415,0.988764045,265,imbalanced_resnet_L50.csv
4,100,1,1,1,421,imbalanced_resnet_L50.csv
5,99.53703704,1,0.997685185,0.998841251,432,imbalanced_resnet_L50.csv
6,100,0.993865031,1,0.996923077,162,imbalanced_resnet_L50.csv
7,95.72649573,0.991452991,0.991452991,0.991452991,117,imbalanced_resnet_L50.csv
8,100,1,1,1,81,imbalanced_resnet_L50.csv
9,99.55947137,1,1,1,227,imbalanced_resnet_L50.csv
10,98.7804878,0.987903226,0.995934959,0.991902834,246,imbalanced_resnet_L50.csv
11,100,0.976744186,1,0.988235294,42,imbalanced_resnet_L50.csv
12,98.6784141,0.986842105,0.991189427,0.989010989,454,imbalanced_resnet_L50.csv
13,98.24561404,0.964912281,0.964912281,0.964912281,57,imbalanced_resnet_L50.csv
14,98.52941176,1,0.955882353,0.977443609,68,imbalanced_resnet_L50.csv
15,100,1,1,1,82,imbalanced_resnet_L50.csv
16,93.61702128,0.989247312,0.978723404,0.983957219,94,imbalanced_resnet_L50.csv
17,96.22641509,1,1,1,53,imbalanced_resnet_L50.csv
18,98.68852459,1,1,1,305,imbalanced_resnet_L50.csv
19,98.58156028,0.985815603,0.985815603,0.985815603,141,imbalanced_resnet_L50.csv
20,93.61702128,1,0.936170213,0.967032967,47,imbalanced_resnet_L50.csv
21,97,1,0.99,0.994974874,100,imbalanced_resnet_L50.csv
22,96.07843137,0.980392157,0.980392157,0.980392157,51,imbalanced_resnet_L50.csv
23,94.82758621,0.993079585,0.989655172,0.991364421,290,imbalanced_resnet_L50.csv
24,93.67088608,0.974358974,0.962025316,0.968152866,79,imbalanced_resnet_L50.csv
25,98,0.986754967,0.993333333,0.990033223,150,imbalanced_resnet_L50.csv
26,100,1,1,1,40,imbalanced_resnet_L50.csv
27,99.27007299,1,1,1,137,imbalanced_resnet_L50.csv
28,100,1,1,1,83,imbalanced_resnet_L50.csv
29,98.1981982,1,1,1,222,imbalanced_resnet_L50.csv
30,100,1,1,1,62,imbalanced_resnet_L50.csv
31,100,1,0.978723404,0.989247312,47,imbalanced_resnet_L50.csv
32,99.74937343,1,1,1,399,imbalanced_resnet_L50.csv
33,100,1,1,1,68,imbalanced_resnet_L50.csv
34,99.74683544,0.992443325,0.997468354,0.994949495,395,imbalanced_resnet_L50.csv
35,100,0.975308642,1,0.9875,79,imbalanced_resnet_L50.csv
36,100,1,1,1,49,imbalanced_resnet_L50.csv
37,100,1,1,1,44,imbalanced_resnet_L50.csv
38,96.77419355,0.994579946,0.98655914,0.990553306,372,imbalanced_resnet_L50.csv
39,96.59090909,1,1,1,88,imbalanced_resnet_L50.csv
40,99.37888199,0.987654321,0.99378882,0.990712074,322,imbalanced_resnet_L50.csv
41,99.25925926,0.985294118,0.992592593,0.988929889,270,imbalanced_resnet_L50.csv
42,98.92857143,1,0.996428571,0.998211091,280,imbalanced_resnet_L50.csv
0,80.55555556,1,0.833333333,0.909090909,36,imbalanced_RESNET_152.csv
1,95.37444934,0.950643777,0.975770925,0.963043478,454,imbalanced_RESNET_152.csv
2,99.54441913,0.96460177,0.993166287,0.978675645,439,imbalanced_RESNET_152.csv
3,98.11320755,0.966789668,0.988679245,0.97761194,265,imbalanced_RESNET_152.csv
4,100,1,0.995249406,0.997619048,421,imbalanced_RESNET_152.csv
5,100,0.995391705,1,0.997690531,432,imbalanced_RESNET_152.csv
6,98.14814815,1,0.99382716,0.996904025,162,imbalanced_RESNET_152.csv
7,99.14529915,0.983050847,0.991452991,0.987234043,117,imbalanced_RESNET_152.csv
8,98.7654321,0.987804878,1,0.993865031,81,imbalanced_RESNET_152.csv
9,100,1,0.995594714,0.997792494,227,imbalanced_RESNET_152.csv
10,98.37398374,0.987854251,0.991869919,0.989858012,246,imbalanced_RESNET_152.csv
11,95.23809524,1,1,1,42,imbalanced_RESNET_152.csv
12,94.49339207,0.977116705,0.940528634,0.958473625,454,imbalanced_RESNET_152.csv
13,89.47368421,0.982142857,0.964912281,0.973451327,57,imbalanced_RESNET_152.csv
14,97.05882353,0.985074627,0.970588235,0.977777778,68,imbalanced_RESNET_152.csv
15,100,1,0.987804878,0.993865031,82,imbalanced_RESNET_152.csv
16,97.87234043,0.978947368,0.989361702,0.984126984,94,imbalanced_RESNET_152.csv
17,98.11320755,0.962962963,0.981132075,0.971962617,53,imbalanced_RESNET_152.csv
18,99.01639344,0.986754967,0.97704918,0.981878089,305,imbalanced_RESNET_152.csv
19,94.32624113,0.971631206,0.971631206,0.971631206,141,imbalanced_RESNET_152.csv
20,100,0.934782609,0.914893617,0.924731183,47,imbalanced_RESNET_152.csv
21,98,0.97029703,0.98,0.975124378,100,imbalanced_RESNET_152.csv
22,92.15686275,1,0.960784314,0.98,51,imbalanced_RESNET_152.csv
23,98.62068966,0.959107807,0.889655172,0.923076923,290,imbalanced_RESNET_152.csv
24,96.20253165,0.986842105,0.949367089,0.967741935,79,imbalanced_RESNET_152.csv
25,99.33333333,1,0.92,0.958333333,150,imbalanced_RESNET_152.csv
26,97.5,0.96969697,0.8,0.876712329,40,imbalanced_RESNET_152.csv
27,98.54014599,0.992753623,1,0.996363636,137,imbalanced_RESNET_152.csv
28,100,1,1,1,83,imbalanced_RESNET_152.csv
29,99.54954955,0.995475113,0.990990991,0.993227991,222,imbalanced_RESNET_152.csv
30,100,1,1,1,62,imbalanced_RESNET_152.csv
31,100,1,1,1,47,imbalanced_RESNET_152.csv
32,98.74686717,0.995,0.997493734,0.996245307,399,imbalanced_RESNET_152.csv
33,98.52941176,0.944444444,1,0.971428571,68,imbalanced_RESNET_152.csv
34,98.48101266,0.9921875,0.964556962,0.97817715,395,imbalanced_RESNET_152.csv
35,98.73417722,0.951807229,1,0.975308642,79,imbalanced_RESNET_152.csv
36,100,0.979166667,0.959183673,0.969072165,49,imbalanced_RESNET_152.csv
37,100,0.956521739,1,0.977777778,44,imbalanced_RESNET_152.csv
38,97.84946237,0.918635171,0.940860215,0.929614874,372,imbalanced_RESNET_152.csv
39,100,0.914893617,0.977272727,0.945054945,88,imbalanced_RESNET_152.csv
40,87.57763975,0.949404762,0.99068323,0.969604863,322,imbalanced_RESNET_152.csv
41,95.92592593,0.931899642,0.962962963,0.947176685,270,imbalanced_RESNET_152.csv
42,98.57142857,0.982332155,0.992857143,0.987566607,280,imbalanced_RESNET_152.csv
